transaction_id,customer_id,rules_triggered,risk_score,transaction_amount,transaction_date,merchant_category,location,is_fraud
TXN0037997,CUST01395,"R1_high_value, R4_spending_spike",4,153942.22,2023-02-26 11:28:34,Salary,Pune,0
TXN0038003,CUST00932,"R5_high_risk_category, R6_odd_hour_high_value",4,44402.31,2023-09-20 03:03:34,Rent,Chandigarh,0
TXN0052418,CUST01150,"R1_high_value, R4_spending_spike",4,532563.88,2024-06-21 20:05:12,Investment,Chennai,0
TXN0021100,CUST00794,"R5_high_risk_category, R6_odd_hour_high_value",4,39873.27,2024-10-28 00:26:15,Rent,Kolkata,0
TXN0013826,CUST01952,R3_multi_location,4,2683.56,2024-12-19 03:09:50,Dining,Ahmedabad,0
TXN0037890,CUST02976,"R5_high_risk_category, R6_odd_hour_high_value",4,36613.21,2023-03-19 03:27:52,Rent,Indore,0
TXN0013886,CUST01305,"R1_high_value, R4_spending_spike",4,137819.62,2024-09-19 22:20:23,Salary,Indore,0
TXN0051169,CUST01877,"R1_high_value, R4_spending_spike",4,721712.03,2023-01-05 22:54:50,Investment,Mumbai,0
TXN0032214,CUST01262,"R1_high_value, R4_spending_spike",4,359731.67,2024-11-29 15:17:59,Investment,Indore,0
TXN0014444,CUST02694,"R1_high_value, R4_spending_spike",4,363483.83,2024-02-18 08:02:48,Investment,Jaipur,0
TXN0037572,CUST02073,"R5_high_risk_category, R6_odd_hour_high_value",4,53113.93,2023-01-05 00:51:13,Rent,Delhi,0
TXN0032323,CUST01416,"R5_high_risk_category, R6_odd_hour_high_value",4,37453.27,2024-03-01 04:21:29,Rent,Delhi,0
TXN0037495,CUST01430,"R5_high_risk_category, R6_odd_hour_high_value",4,37895.56,2023-12-12 04:32:51,Rent,Kolkata,0
TXN0021209,CUST00512,"R5_high_risk_category, R6_odd_hour_high_value",4,53474.11,2023-11-25 03:32:39,Rent,Jaipur,0
TXN0021211,CUST02756,"R5_high_risk_category, R6_odd_hour_high_value",4,44936.56,2024-11-09 01:07:16,Rent,Indore,0
TXN0056833,CUST00124,"R5_high_risk_category, R6_odd_hour_high_value",4,21586.71,2024-06-13 02:19:40,Rent,Delhi,0
TXN0056832,CUST01168,"R1_high_value, R4_spending_spike",4,233675.75,2023-01-15 07:44:30,Electronics,Ahmedabad,1
TXN0049719,CUST00458,"R1_high_value, R4_spending_spike",4,160069.54,2024-12-22 21:15:02,Salary,Chandigarh,0
TXN0021247,CUST01121,"R1_high_value, R4_spending_spike",4,124865.08,2024-07-10 20:52:57,Investment,Kochi,0
TXN0046686,CUST01330,"R1_high_value, R4_spending_spike",4,184201.14,2023-06-27 16:08:20,Salary,Jaipur,0
TXN0032072,CUST01468,"R1_high_value, R4_spending_spike",4,152840.32,2023-11-07 19:39:29,Investment,Chennai,0
TXN0014342,CUST02055,"R5_high_risk_category, R6_odd_hour_high_value",4,46398.11,2024-01-08 00:44:34,Rent,Lucknow,0
TXN0032254,CUST01436,"R5_high_risk_category, R6_odd_hour_high_value",4,54719.98,2023-02-08 03:52:59,Rent,Bengaluru,1
TXN0020899,CUST00713,"R1_high_value, R4_spending_spike",4,189338.98,2023-07-11 22:16:09,Salary,Hyderabad,0
TXN0038109,CUST00258,"R5_high_risk_category, R6_odd_hour_high_value",4,20379.64,2024-04-13 00:29:54,Rent,Kochi,0
TXN0020911,CUST00446,"R1_high_value, R4_spending_spike",4,235646.57,2024-01-17 20:02:20,Investment,Bengaluru,0
TXN0001186,CUST00686,"R1_high_value, R4_spending_spike",4,569249.03,2024-04-13 18:07:05,Investment,Chandigarh,0
TXN0014312,CUST00498,"R1_high_value, R4_spending_spike",4,138279.66,2023-03-03 23:27:22,Salary,Ahmedabad,0
TXN0037585,CUST01633,"R1_high_value, R4_spending_spike",4,456685.56,2024-03-15 18:04:08,Investment,Pune,0
TXN0014265,CUST00972,"R5_high_risk_category, R6_odd_hour_high_value",4,24069.39,2023-07-05 00:39:15,Rent,Kolkata,0
TXN0037588,CUST02433,"R1_high_value, R4_spending_spike",4,190762.9,2024-09-07 21:02:31,Investment,Kochi,0
TXN0047119,CUST00915,"R5_high_risk_category, R6_odd_hour_high_value",4,58594.36,2024-08-06 02:53:55,Rent,Hyderabad,0
TXN0032076,CUST02084,"R1_high_value, R4_spending_spike",4,219227.34,2023-06-25 15:55:58,Investment,Mumbai,0
TXN0014256,CUST00692,"R1_high_value, R4_spending_spike",4,146936.22,2024-05-27 06:12:04,Salary,Ahmedabad,0
TXN0000269,CUST02408,"R1_high_value, R4_spending_spike",4,581424.37,2024-04-12 15:57:35,Investment,Lucknow,0
TXN0015700,CUST01641,"R1_high_value, R4_spending_spike",4,459452.53,2023-08-23 11:32:37,Investment,Chandigarh,0
TXN0020074,CUST02945,"R1_high_value, R4_spending_spike",4,465747.92,2023-10-05 11:48:38,Shopping,Pune,1
TXN0015659,CUST02792,"R5_high_risk_category, R6_odd_hour_high_value",4,52169.4,2024-08-12 04:59:45,Rent,Surat,0
TXN0015653,CUST01029,"R1_high_value, R4_spending_spike",4,164883.64,2023-05-18 14:15:01,Investment,Lucknow,0
TXN0015652,CUST00228,"R5_high_risk_category, R6_odd_hour_high_value",4,46252.46,2024-03-22 02:42:31,Rent,Chandigarh,0
TXN0015635,CUST00619,"R1_high_value, R4_spending_spike",4,120000.0,2023-07-23 19:11:33,Electronics,Jaipur,0
TXN0054901,CUST02880,"R1_high_value, R4_spending_spike",4,113119.39,2023-12-29 08:20:13,Utilities,Bengaluru,1
TXN0050944,CUST00212,"R1_high_value, R4_spending_spike",4,342038.9,2024-07-15 19:05:35,Investment,Pune,0
TXN0027388,CUST00232,"R5_high_risk_category, R6_odd_hour_high_value",4,58211.77,2023-07-08 02:14:34,Rent,Lucknow,0
TXN0015498,CUST02639,"R1_high_value, R4_spending_spike",4,105785.51,2023-12-04 19:20:28,Investment,Kolkata,0
TXN0056679,CUST00348,"R5_high_risk_category, R6_odd_hour_high_value",4,40461.08,2023-09-26 02:40:56,Rent,Jaipur,0
TXN0036599,CUST01399,"R1_high_value, R4_spending_spike",4,166695.42,2023-04-23 23:10:52,Education,Chandigarh,0
TXN0036619,CUST02872,"R1_high_value, R4_spending_spike",4,218044.67,2023-02-22 17:35:42,Education,Chandigarh,0
TXN0054946,CUST00478,"R1_high_value, R4_spending_spike",4,320063.03,2024-12-03 19:14:42,Investment,Surat,0
TXN0015451,CUST00921,"R1_high_value, R4_spending_spike",4,225000.0,2023-07-22 09:51:54,Education,Chennai,0
TXN0036562,CUST01479,"R1_high_value, R4_spending_spike",4,239036.08,2023-12-20 08:07:19,Investment,Kochi,0
TXN0000582,CUST00481,"R1_high_value, R4_spending_spike",4,193221.66,2023-11-22 10:48:13,Salary,Chandigarh,0
TXN0036114,CUST01626,"R1_high_value, R4_spending_spike",4,149841.33,2023-07-08 13:33:18,Investment,Jaipur,0
TXN0050901,CUST01955,"R5_high_risk_category, R6_odd_hour_high_value",4,53091.34,2023-10-17 00:05:29,Rent,Chandigarh,0
TXN0056441,CUST00823,"R1_high_value, R4_spending_spike",4,305184.85,2024-07-07 15:59:20,Investment,Bengaluru,0
TXN0020229,CUST02540,"R5_high_risk_category, R6_odd_hour_high_value",4,50808.29,2023-08-04 00:13:33,Rent,Chennai,0
TXN0056294,CUST00397,"R5_high_risk_category, R6_odd_hour_high_value",4,54499.44,2024-02-10 01:58:39,Rent,Kochi,0
TXN0056292,CUST00048,"R1_high_value, R4_spending_spike",4,160607.78,2023-06-15 19:05:21,Investment,Bhopal,0
TXN0054922,CUST02569,"R5_high_risk_category, R6_odd_hour_high_value",4,45699.81,2024-07-21 02:32:42,Rent,Jaipur,0
TXN0027803,CUST02532,"R1_high_value, R4_spending_spike",4,361974.99,2023-05-21 18:36:12,Atm Withdrawal,Pune,1
TXN0000859,CUST01590,"R1_high_value, R4_spending_spike",4,197508.82,2023-11-09 11:44:30,Investment,Kochi,0
TXN0035855,CUST01780,"R5_high_risk_category, R6_odd_hour_high_value",4,56560.94,2023-10-07 04:40:50,Rent,Kolkata,0
TXN0019651,CUST02955,"R1_high_value, R4_spending_spike",4,146692.29,2023-06-23 20:25:25,Salary,Hyderabad,0
TXN0015882,CUST02648,"R1_high_value, R4_spending_spike",4,148664.59,2024-07-01 17:08:04,Investment,Chandigarh,0
TXN0019656,CUST01138,"R1_high_value, R4_spending_spike",4,382839.68,2024-12-26 19:38:47,Investment,Pune,0
TXN0052621,CUST01761,"R1_high_value, R4_spending_spike",4,446632.58,2024-10-08 07:55:22,Investment,Surat,0
TXN0015987,CUST00789,"R1_high_value, R4_spending_spike",4,216441.28,2023-05-06 20:13:20,Education,Bengaluru,0
TXN0035911,CUST00008,"R1_high_value, R4_spending_spike",4,337369.0,2023-10-20 11:05:00,Dining,Surat,0
TXN0036141,CUST02584,"R1_high_value, R4_spending_spike",4,176600.34,2024-03-26 14:08:33,Salary,Bengaluru,0
TXN0000965,CUST01232,"R5_high_risk_category, R6_odd_hour_high_value",4,45972.96,2023-06-04 03:36:08,Rent,Surat,0
TXN0000966,CUST02327,"R1_high_value, R4_spending_spike",4,144623.95,2023-03-12 05:09:10,Education,Mumbai,0
TXN0052570,CUST00202,"R1_high_value, R4_spending_spike",4,213010.19,2023-05-20 06:28:50,Investment,Pune,0
TXN0020339,CUST01419,R3_multi_location,4,1507.36,2023-05-26 08:59:43,Fuel,Chennai,0
TXN0015812,CUST00677,"R1_high_value, R4_spending_spike",4,161153.09,2024-10-05 08:26:28,Investment,Lucknow,0
TXN0015803,CUST01426,"R1_high_value, R4_spending_spike",4,171152.58,2023-05-20 14:28:44,Investment,Kochi,0
TXN0015791,CUST01889,"R5_high_risk_category, R6_odd_hour_high_value",4,59552.83,2024-01-28 00:36:56,Rent,Bhopal,0
TXN0036341,CUST01793,"R1_high_value, R4_spending_spike",4,148026.71,2023-04-16 07:13:00,Salary,Hyderabad,0
TXN0033038,CUST01114,"R1_high_value, R4_spending_spike",4,255444.93,2023-11-29 07:38:07,Investment,Lucknow,0
TXN0019929,CUST01407,"R1_high_value, R4_spending_spike",4,151159.4,2024-12-10 05:53:44,Investment,Delhi,0
TXN0049905,CUST00124,"R1_high_value, R4_spending_spike",4,115676.18,2023-09-30 06:08:39,Electronics,Chennai,0
TXN0000277,CUST02827,"R5_high_risk_category, R6_odd_hour_high_value",4,42014.9,2023-12-07 01:40:52,Rent,Hyderabad,0
TXN0020025,CUST00722,"R1_high_value, R4_spending_spike",4,182007.07,2023-06-23 22:45:39,Investment,Kochi,0
TXN0032837,CUST00315,"R1_high_value, R4_spending_spike",4,154022.15,2024-03-17 06:35:08,Education,Jaipur,0
TXN0056297,CUST02155,"R1_high_value, R4_spending_spike",4,161404.03,2023-02-20 14:04:20,Salary,Surat,0
TXN0036191,CUST01884,"R5_high_risk_category, R6_odd_hour_high_value",4,38587.53,2024-01-25 00:37:37,Rent,Mumbai,0
TXN0037244,CUST00821,"R1_high_value, R4_spending_spike",4,425057.08,2024-08-13 16:38:52,Investment,Kochi,0
TXN0015184,CUST01209,"R1_high_value, R4_spending_spike",4,154274.27,2023-11-01 21:49:20,Investment,Ahmedabad,0
TXN0015216,CUST00298,"R1_high_value, R4_spending_spike",4,356231.1,2023-04-01 08:07:55,Investment,Chandigarh,0
TXN0015209,CUST00177,"R5_high_risk_category, R6_odd_hour_high_value",4,50699.39,2024-09-29 01:27:39,Rent,Ahmedabad,0
TXN0015207,CUST00949,"R1_high_value, R4_spending_spike",4,380259.78,2024-05-02 06:38:57,Investment,Kolkata,0
TXN0037278,CUST00364,"R1_high_value, R4_spending_spike",4,348792.41,2023-06-20 23:53:16,Investment,Bengaluru,0
TXN0015141,CUST02824,"R1_high_value, R4_spending_spike",4,120000.0,2024-06-21 18:17:51,Electronics,Chandigarh,0
TXN0032561,CUST02548,"R1_high_value, R4_spending_spike",4,195316.46,2024-12-15 06:24:19,Salary,Lucknow,0
TXN0036912,CUST01562,"R1_high_value, R4_spending_spike",4,500743.0,2024-01-29 20:15:20,Entertainment,Surat,0
TXN0027302,CUST02358,"R1_high_value, R4_spending_spike",4,196562.83,2024-02-28 07:37:56,Investment,Kolkata,0
TXN0032953,CUST01452,"R1_high_value, R4_spending_spike",4,18880764.0,2023-11-30 16:31:03,Salary,Pune,0
TXN0015085,CUST02330,"R1_high_value, R4_spending_spike",4,120000.0,2024-05-26 09:56:55,Electronics,Jaipur,0
TXN0056282,CUST02433,"R1_high_value, R4_spending_spike",4,323821.59,2024-06-02 07:08:23,Investment,Kochi,0
TXN0037358,CUST01834,"R1_high_value, R4_spending_spike",4,750000.0,2023-01-31 10:21:08,Investment,Bhopal,0
TXN0032463,CUST02500,"R1_high_value, R4_spending_spike",4,120000.0,2024-04-20 11:54:31,Electronics,Bhopal,0
TXN0036967,CUST01319,"R1_high_value, R4_spending_spike",4,248574.97,2024-05-18 13:14:00,Investment,Jaipur,0
TXN0032445,CUST02870,"R1_high_value, R4_spending_spike",4,174094.5,2023-09-12 10:53:02,Salary,Delhi,0
TXN0014922,CUST01741,"R1_high_value, R4_spending_spike",4,458909.86,2024-10-09 23:11:51,Investment,Hyderabad,0
TXN0015008,CUST02887,"R5_high_risk_category, R6_odd_hour_high_value",4,48501.43,2024-03-07 03:18:00,Rent,Indore,0
TXN0020577,CUST02163,"R1_high_value, R4_spending_spike",4,187706.81,2024-08-25 15:24:11,Education,Chennai,0
TXN0054817,CUST01857,"R1_high_value, R4_spending_spike",4,286242.41,2024-01-08 19:18:15,Investment,Hyderabad,0
TXN0054821,CUST01364,"R1_high_value, R4_spending_spike",4,134663.88,2023-07-15 07:02:16,Healthcare,Kochi,1
TXN0054830,CUST01524,"R1_high_value, R4_spending_spike",4,222997.95,2023-10-23 13:12:56,Education,Indore,0
TXN0014853,CUST00110,"R1_high_value, R4_spending_spike",4,100351.61,2024-07-04 13:31:34,Investment,Kochi,0
TXN0014852,CUST01359,"R1_high_value, R4_spending_spike",4,115364.31,2023-08-20 13:00:24,Electronics,Jaipur,0
TXN0015075,CUST01911,"R1_high_value, R4_spending_spike",4,193154.12,2024-02-28 08:40:41,Investment,Jaipur,0
TXN0020147,CUST00623,"R1_high_value, R4_spending_spike",4,173640.43,2024-03-21 09:52:32,Education,Surat,0
TXN0052710,CUST02802,"R5_high_risk_category, R6_odd_hour_high_value",4,32062.58,2023-05-31 02:35:58,Rent,Chandigarh,0
TXN0015320,CUST02961,"R1_high_value, R4_spending_spike",4,120000.0,2024-06-04 20:40:43,Electronics,Pune,0
TXN0036731,CUST00186,"R1_high_value, R4_spending_spike",4,180504.82,2023-01-12 19:05:09,Salary,Delhi,0
TXN0020150,CUST00087,"R5_high_risk_category, R6_odd_hour_high_value",4,27605.03,2023-05-03 02:51:39,Rent,Kochi,0
TXN0015398,CUST02857,"R1_high_value, R4_spending_spike",4,242210.57,2023-06-17 18:33:42,Investment,Kochi,0
TXN0020348,CUST02004,"R1_high_value, R4_spending_spike",4,115073.2,2024-07-06 21:31:00,Salary,Bhopal,0
TXN0015282,CUST02427,"R1_high_value, R4_spending_spike",4,156729.75,2023-12-30 15:14:22,Investment,Chandigarh,0
TXN0036770,CUST02137,"R1_high_value, R4_spending_spike",4,171029.63,2024-08-10 05:26:36,Salary,Indore,0
TXN0000252,CUST00067,R3_multi_location,4,4512.55,2023-11-02 05:15:20,Groceries,Pune,0
TXN0032681,CUST01210,"R5_high_risk_category, R6_odd_hour_high_value",4,41917.64,2023-08-29 03:12:31,Rent,Surat,0
TXN0020288,CUST02944,"R1_high_value, R4_spending_spike",4,103903.44,2024-08-07 21:15:13,Salary,Lucknow,0
TXN0027737,CUST02796,"R1_high_value, R4_spending_spike",4,128349.31,2023-02-06 23:59:56,Salary,Hyderabad,0
TXN0032641,CUST01497,"R5_high_risk_category, R6_odd_hour_high_value",4,24579.58,2023-12-11 02:49:20,Rent,Delhi,0
TXN0020557,CUST01350,"R1_high_value, R4_spending_spike",4,106441.21,2024-07-11 10:12:47,Electronics,Mumbai,0
TXN0036837,CUST00447,"R1_high_value, R4_spending_spike",4,167444.16,2024-08-21 06:32:34,Education,Lucknow,0
TXN0036852,CUST02797,"R1_high_value, R4_spending_spike",4,356232.61,2024-04-01 17:08:44,Investment,Hyderabad,0
TXN0015551,CUST00233,"R1_high_value, R4_spending_spike",4,162616.99,2024-12-15 09:46:58,Investment,Indore,0
TXN0036871,CUST02246,"R1_high_value, R4_spending_spike",4,142018.71,2023-03-04 09:23:10,Investment,Kochi,0
TXN0015202,CUST02254,"R1_high_value, R4_spending_spike",4,325689.25,2023-09-01 09:00:18,Investment,Hyderabad,0
TXN0036880,CUST02057,"R1_high_value, R4_spending_spike",4,145444.07,2023-03-24 06:13:59,Investment,Surat,0
TXN0056526,CUST01624,"R1_high_value, R4_spending_spike",4,189843.62,2024-07-14 19:44:04,Salary,Indore,0
TXN0000248,CUST00325,"R1_high_value, R4_spending_spike",4,224246.01,2023-04-26 10:13:35,Investment,Pune,0
TXN0036802,CUST01060,"R1_high_value, R4_spending_spike",4,225000.0,2023-01-13 20:27:16,Education,Chandigarh,0
TXN0056479,CUST01579,"R1_high_value, R4_spending_spike",4,149816.21,2023-11-16 19:45:22,Electronics,Bengaluru,1
TXN0032657,CUST01918,"R5_high_risk_category, R6_odd_hour_high_value",4,57302.44,2024-07-26 04:36:08,Rent,Jaipur,0
TXN0026783,CUST01035,"R5_high_risk_category, R6_odd_hour_high_value",4,30977.09,2024-10-06 00:04:54,Rent,Indore,0
TXN0043542,CUST02807,"R1_high_value, R4_spending_spike",4,225657.76,2023-07-29 11:36:20,Investment,Bengaluru,0
TXN0006390,CUST00769,"R1_high_value, R4_spending_spike",4,293499.61,2023-09-17 16:54:01,Investment,Chennai,0
TXN0045977,CUST00605,"R1_high_value, R4_spending_spike",4,120000.0,2023-03-26 12:11:09,Electronics,Lucknow,0
TXN0029912,CUST01357,"R1_high_value, R4_spending_spike",4,750000.0,2023-12-01 06:22:53,Investment,Chennai,0
TXN0024896,CUST01238,"R1_high_value, R4_spending_spike",4,120000.0,2024-02-15 15:40:55,Electronics,Pune,0
TXN0028177,CUST00221,"R1_high_value, R4_spending_spike",4,130841.23,2023-10-11 22:03:29,Salary,Kochi,0
TXN0006343,CUST02178,"R1_high_value, R4_spending_spike",4,144909.99,2024-08-15 06:21:29,Education,Indore,0
TXN0043174,CUST00834,"R1_high_value, R4_spending_spike",4,103731.99,2024-09-27 14:03:00,Education,Pune,0
TXN0043198,CUST02397,"R1_high_value, R4_spending_spike",4,120000.0,2024-05-06 18:29:49,Electronics,Pune,0
TXN0024904,CUST01243,R3_multi_location,4,47950.34,2023-05-25 10:27:09,Shopping,Indore,0
TXN0008159,CUST01656,"R1_high_value, R4_spending_spike",4,115032.28,2024-06-04 22:03:21,Utilities,Jaipur,1
TXN0002411,CUST02683,"R1_high_value, R4_spending_spike",4,233306.65,2024-07-09 14:43:12,Investment,Bhopal,0
TXN0059192,CUST01420,"R1_high_value, R4_spending_spike",4,194011.63,2024-08-03 08:49:00,Investment,Delhi,0
TXN0043317,CUST00905,"R1_high_value, R4_spending_spike",4,180634.27,2024-12-21 08:47:15,Shopping,Indore,1
TXN0026773,CUST02614,"R1_high_value, R4_spending_spike",4,482290.7,2024-08-16 20:23:38,Investment,Hyderabad,0
TXN0024799,CUST02165,"R1_high_value, R4_spending_spike",4,750000.0,2024-09-04 18:39:33,Investment,Lucknow,0
TXN0043327,CUST00319,"R1_high_value, R4_spending_spike",4,750000.0,2024-04-29 15:49:17,Investment,Kochi,0
TXN0059139,CUST02650,"R1_high_value, R4_spending_spike",4,179217.26,2024-08-09 09:32:00,Education,Bengaluru,0
TXN0043212,CUST01246,"R1_high_value, R4_spending_spike",4,296477.2,2023-06-30 13:57:00,Investment,Lucknow,0
TXN0059106,CUST02688,"R1_high_value, R4_spending_spike",4,750000.0,2024-07-22 16:54:38,Investment,Chennai,0
TXN0047952,CUST00450,"R1_high_value, R4_spending_spike",4,116845.22,2023-09-17 18:50:20,Electronics,Mumbai,0
TXN0028181,CUST02791,"R1_high_value, R4_spending_spike",4,120000.0,2024-06-28 08:00:12,Electronics,Chennai,0
TXN0059196,CUST02790,"R1_high_value, R4_spending_spike",4,192835.39,2023-10-29 22:07:11,Investment,Chandigarh,0
TXN0043006,CUST02618,"R1_high_value, R4_spending_spike",4,451015.47,2023-02-28 14:13:05,Investment,Chandigarh,0
TXN0029903,CUST02192,"R1_high_value, R4_spending_spike",4,152949.65,2023-06-08 19:09:34,Investment,Bhopal,0
TXN0043028,CUST02302,"R1_high_value, R4_spending_spike",4,245190.45,2024-10-05 23:33:27,Investment,Pune,0
TXN0045904,CUST02167,"R5_high_risk_category, R6_odd_hour_high_value",4,22857.14,2023-03-06 00:23:34,Rent,Ahmedabad,0
TXN0002447,CUST01818,R3_multi_location,4,4866.55,2024-08-13 15:52:03,Utilities,Hyderabad,0
TXN0043047,CUST01922,"R5_high_risk_category, R6_odd_hour_high_value",4,63777.14,2023-12-16 02:00:25,Rent,Mumbai,1
TXN0059007,CUST00340,"R1_high_value, R4_spending_spike",4,286044.74,2023-10-17 23:24:07,Investment,Surat,0
TXN0059002,CUST01754,"R5_high_risk_category, R6_odd_hour_high_value",4,45701.72,2024-12-18 02:33:16,Rent,Chandigarh,0
TXN0042735,CUST01806,"R1_high_value, R4_spending_spike",4,373750.65,2023-06-08 10:49:34,Investment,Pune,0
TXN0045903,CUST00777,"R1_high_value, R4_spending_spike",4,119521.04,2024-11-12 11:30:49,Education,Delhi,0
TXN0058979,CUST02721,"R1_high_value, R4_spending_spike",4,195767.13,2024-07-23 07:17:28,Investment,Chennai,0
TXN0024988,CUST01930,"R5_high_risk_category, R6_odd_hour_high_value",4,22812.29,2024-08-28 01:13:40,Rent,Jaipur,0
TXN0043076,CUST02760,"R1_high_value, R4_spending_spike",4,267775.48,2024-09-04 06:39:09,Investment,Hyderabad,0
TXN0053540,CUST01811,"R1_high_value, R4_spending_spike",4,120000.0,2024-12-29 20:53:09,Electronics,Lucknow,0
TXN0029414,CUST02929,"R1_high_value, R4_spending_spike",4,194705.15,2023-10-02 07:15:17,Salary,Delhi,0
TXN0006767,CUST02711,"R1_high_value, R4_spending_spike",4,120000.0,2023-09-11 22:22:43,Electronics,Kochi,0
TXN0029833,CUST00540,"R1_high_value, R4_spending_spike",4,159777.78,2023-10-26 12:59:48,Education,Pune,0
TXN0029786,CUST02999,"R1_high_value, R4_spending_spike",4,151723.26,2023-07-04 14:16:42,Investment,Kolkata,0
TXN0043122,CUST00434,"R5_high_risk_category, R6_odd_hour_high_value",4,28008.75,2023-11-21 04:54:05,Rent,Kochi,0
TXN0006704,CUST01108,"R1_high_value, R4_spending_spike",4,450997.35,2024-01-20 16:22:06,Investment,Kolkata,0
TXN0043125,CUST01459,"R1_high_value, R4_spending_spike",4,559636.86,2024-01-12 21:50:41,Investment,Kochi,0
TXN0002486,CUST02118,"R1_high_value, R4_spending_spike",4,146219.78,2023-11-02 13:12:55,Salary,Kochi,0
TXN0006445,CUST02968,"R1_high_value, R4_spending_spike",4,123666.95,2024-07-12 15:03:21,Education,Bengaluru,0
TXN0053525,CUST01027,"R1_high_value, R4_spending_spike",4,274550.12,2024-01-15 20:11:26,Investment,Surat,0
TXN0043679,CUST00402,"R1_high_value, R4_spending_spike",4,113237.5,2023-01-03 11:57:07,Electronics,Kolkata,0
TXN0029283,CUST00224,"R1_high_value, R4_spending_spike",4,108262.49,2023-06-24 05:05:24,Electronics,Delhi,0
TXN0029276,CUST02425,"R1_high_value, R4_spending_spike",4,401577.81,2024-04-02 09:03:05,Investment,Bengaluru,0
TXN0043622,CUST00937,"R1_high_value, R4_spending_spike",4,181901.53,2023-10-24 13:08:10,Salary,Indore,0
TXN0006011,CUST00866,"R1_high_value, R4_spending_spike",4,180627.48,2023-03-22 06:04:37,Education,Bhopal,0
TXN0043696,CUST01514,"R1_high_value, R4_spending_spike",4,750000.0,2024-02-07 12:50:00,Investment,Jaipur,0
TXN0025215,CUST02718,"R1_high_value, R4_spending_spike",4,147656.54,2023-09-28 20:41:54,Investment,Kolkata,0
TXN0043758,CUST01328,"R1_high_value, R4_spending_spike",4,396360.8,2023-03-13 10:56:23,Investment,Unknown,0
TXN0026733,CUST00437,"R1_high_value, R4_spending_spike",4,201800.18,2024-12-17 05:24:27,Investment,Mumbai,0
TXN0005890,CUST01662,"R1_high_value, R4_spending_spike",4,126729.33,2024-09-23 13:14:38,Dining,Lucknow,1
TXN0047863,CUST00684,"R1_high_value, R4_spending_spike",4,416262.23,2024-05-19 21:58:04,Investment,Kolkata,0
TXN0006274,CUST00555,"R5_high_risk_category, R6_odd_hour_high_value",4,27498.16,2023-10-27 04:12:09,Rent,Indore,0
TXN0053469,CUST02042,"R1_high_value, R4_spending_spike",4,146149.62,2024-03-15 18:51:33,Investment,Jaipur,0
TXN0005784,CUST00664,"R1_high_value, R4_spending_spike",4,119999.02,2023-12-03 16:10:57,Electronics,Pune,0
TXN0045697,CUST00114,"R5_high_risk_category, R6_odd_hour_high_value",4,56877.99,2023-11-01 04:10:48,Rent,Bengaluru,0
TXN0043796,CUST02927,"R1_high_value, R4_spending_spike",4,120000.0,2023-08-11 15:23:27,Electronics,Bengaluru,0
TXN0043802,CUST01623,"R5_high_risk_category, R6_odd_hour_high_value",4,52221.38,2023-01-18 04:37:06,Rent,Chennai,0
TXN0005766,CUST01113,"R5_high_risk_category, R6_odd_hour_high_value",4,16949.19,2024-09-10 04:56:52,Rent,Bengaluru,0
TXN0005724,CUST00485,"R5_high_risk_category, R6_odd_hour_high_value",4,19914.06,2024-12-12 03:13:08,Rent,Chandigarh,0
TXN0043686,CUST02605,"R1_high_value, R4_spending_spike",4,123452.38,2023-11-10 08:53:41,Insurance,Bengaluru,1
TXN0047923,CUST01301,R3_multi_location,4,4352.71,2024-07-26 16:23:16,Utilities,Mumbai,0
TXN0026717,CUST02271,"R1_high_value, R4_spending_spike",4,120000.0,2023-10-11 11:07:51,Electronics,Chennai,0
TXN0053416,CUST01020,"R1_high_value, R4_spending_spike",4,446851.09,2024-01-20 15:31:23,Electronics,Bengaluru,1
TXN0043769,CUST02382,"R1_high_value, R4_spending_spike",4,133043.51,2023-04-25 14:42:02,Investment,Ahmedabad,0
TXN0006251,CUST01208,"R1_high_value, R4_spending_spike",4,161255.96,2024-06-30 16:22:45,Investment,Chennai,0
TXN0002702,CUST02276,"R1_high_value, R4_spending_spike",4,373710.92,2024-12-05 08:54:01,Investment,Hyderabad,0
TXN0048006,CUST02886,"R1_high_value, R4_spending_spike",4,222962.15,2024-07-08 22:09:36,Education,Surat,0
TXN0052100,CUST02905,"R5_high_risk_category, R6_odd_hour_high_value",4,24788.02,2023-11-15 03:38:46,Rent,Surat,0
TXN0028324,CUST01344,"R5_high_risk_category, R6_odd_hour_high_value",4,43916.09,2024-08-14 04:57:00,Rent,Kolkata,0
TXN0045732,CUST01677,"R1_high_value, R4_spending_spike",4,299743.65,2023-11-02 19:28:09,Investment,Ahmedabad,0
TXN0002645,CUST02417,"R1_high_value, R4_spending_spike",4,197976.83,2024-05-25 13:02:23,Investment,Kolkata,0
TXN0048043,CUST00433,"R1_high_value, R4_spending_spike",4,139028.56,2023-06-07 17:56:00,Salary,Bhopal,0
TXN0002719,CUST01727,"R1_high_value, R4_spending_spike",4,384867.63,2023-04-12 19:32:32,Investment,Kochi,0
TXN0025095,CUST00825,"R1_high_value, R4_spending_spike",4,190107.41,2024-06-28 20:09:18,Investment,Surat,0
TXN0043467,CUST00489,"R1_high_value, R4_spending_spike",4,456216.02,2023-09-01 14:21:24,Investment,Bengaluru,0
TXN0029352,CUST02339,"R1_high_value, R4_spending_spike",4,143624.68,2023-06-02 19:30:10,Education,Chennai,0
